2023-06-01 10:27:51,932 INFO    StreamThr :28532 [internal.py:wandb_internal():86] W&B internal server running at pid: 28532, started at: 2023-06-01 10:27:51.932418
2023-06-01 10:27:52,591 DEBUG   HandlerThread:28532 [system_info.py:probe():240] Probing system done
2023-06-01 10:27:52,591 DEBUG   HandlerThread:28532 [system_monitor.py:probe():210] {'os': 'macOS-13.2.1-arm64-arm-64bit', 'python': '3.9.13', 'heartbeatAt': '2023-06-01T00:27:52.560947', 'startedAt': '2023-06-01T00:27:51.922042', 'docker': None, 'cuda': None, 'args': ('config/finetune_charlie.py', '--device=mps', '--compile=False'), 'state': 'running', 'program': '/Users/harshbhatia/Documents/nanoGPT/train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/karpathy/nanoGPT.git', 'commit': '7fe4a099ad2a4654f96a51c0736ecf347149c34c'}, 'email': None, 'root': '/Users/harshbhatia/Documents/nanoGPT', 'host': 'harshs-mac-mini.lan', 'username': 'harshbhatia', 'executable': '/Users/harshbhatia/Documents/nanoGPT/env/bin/python', 'cpu_count': 12, 'cpu_count_logical': 12, 'disk': {'total': 460.4317207336426, 'used': 11.961982727050781}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 32.0}}
2023-06-01 10:27:52,591 INFO    HandlerThread:28532 [system_monitor.py:probe():211] Finished collecting system info
2023-06-01 10:27:52,591 INFO    HandlerThread:28532 [system_monitor.py:probe():214] Publishing system info
2023-06-01 10:27:52,592 DEBUG   HandlerThread:28532 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-01 10:27:52,592 DEBUG   HandlerThread:28532 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-01 10:27:52,592 INFO    HandlerThread:28532 [system_monitor.py:probe():216] Finished publishing system info
2023-06-01 10:27:52,594 DEBUG   SenderThread:28532 [sender.py:send():375] send: files
2023-06-01 10:27:52,594 INFO    SenderThread:28532 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-06-01 10:27:52,598 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: stop_status
2023-06-01 10:27:52,598 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: stop_status
2023-06-01 10:27:52,826 DEBUG   SenderThread:28532 [sender.py:send():375] send: telemetry
2023-06-01 10:27:53,404 INFO    wandb-upload_0:28532 [upload_job.py:push():137] Uploaded file /var/folders/k1/4qb6jnb96t1bh08rs_7fn_b00000gn/T/tmppdozsh3mwandb/ocxn5twj-wandb-metadata.json
2023-06-01 10:27:53,497 INFO    Thread-12 :28532 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/wandb-metadata.json
2023-06-01 10:27:53,497 INFO    Thread-12 :28532 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/requirements.txt
2023-06-01 10:27:53,498 INFO    Thread-12 :28532 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/wandb-summary.json
2023-06-01 10:27:54,616 DEBUG   SenderThread:28532 [sender.py:send():375] send: exit
2023-06-01 10:27:54,616 INFO    SenderThread:28532 [sender.py:send_exit():598] handling exit code: 255
2023-06-01 10:27:54,616 INFO    SenderThread:28532 [sender.py:send_exit():600] handling runtime: 2
2023-06-01 10:27:54,617 INFO    SenderThread:28532 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-01 10:27:54,617 INFO    SenderThread:28532 [sender.py:send_exit():606] send defer
2023-06-01 10:27:54,617 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: defer
2023-06-01 10:27:54,617 INFO    HandlerThread:28532 [handler.py:handle_request_defer():170] handle defer: 0
2023-06-01 10:27:54,617 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: defer
2023-06-01 10:27:54,617 INFO    SenderThread:28532 [sender.py:send_request_defer():622] handle sender defer: 0
2023-06-01 10:27:54,617 INFO    SenderThread:28532 [sender.py:transition_state():626] send defer: 1
2023-06-01 10:27:54,617 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: defer
2023-06-01 10:27:54,617 INFO    HandlerThread:28532 [handler.py:handle_request_defer():170] handle defer: 1
2023-06-01 10:27:54,617 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: defer
2023-06-01 10:27:54,617 INFO    SenderThread:28532 [sender.py:send_request_defer():622] handle sender defer: 1
2023-06-01 10:27:54,617 INFO    SenderThread:28532 [sender.py:transition_state():626] send defer: 2
2023-06-01 10:27:54,617 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: defer
2023-06-01 10:27:54,617 INFO    HandlerThread:28532 [handler.py:handle_request_defer():170] handle defer: 2
2023-06-01 10:27:54,617 INFO    HandlerThread:28532 [system_monitor.py:finish():190] Stopping system monitor
2023-06-01 10:27:54,617 DEBUG   SystemMonitor:28532 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-06-01 10:27:54,617 DEBUG   SystemMonitor:28532 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-06-01 10:27:54,617 DEBUG   SystemMonitor:28532 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-06-01 10:27:54,618 INFO    HandlerThread:28532 [interfaces.py:finish():202] Joined cpu monitor
2023-06-01 10:27:54,618 INFO    HandlerThread:28532 [interfaces.py:finish():202] Joined disk monitor
2023-06-01 10:27:54,618 INFO    HandlerThread:28532 [interfaces.py:finish():202] Joined gpuapple monitor
2023-06-01 10:27:54,618 INFO    HandlerThread:28532 [interfaces.py:finish():202] Joined memory monitor
2023-06-01 10:27:54,618 INFO    HandlerThread:28532 [interfaces.py:finish():202] Joined network monitor
2023-06-01 10:27:54,619 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: defer
2023-06-01 10:27:54,619 INFO    SenderThread:28532 [sender.py:send_request_defer():622] handle sender defer: 2
2023-06-01 10:27:54,619 INFO    SenderThread:28532 [sender.py:transition_state():626] send defer: 3
2023-06-01 10:27:54,619 DEBUG   SenderThread:28532 [sender.py:send():375] send: telemetry
2023-06-01 10:27:54,619 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: defer
2023-06-01 10:27:54,619 INFO    HandlerThread:28532 [handler.py:handle_request_defer():170] handle defer: 3
2023-06-01 10:27:54,619 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: defer
2023-06-01 10:27:54,619 INFO    SenderThread:28532 [sender.py:send_request_defer():622] handle sender defer: 3
2023-06-01 10:27:54,619 INFO    SenderThread:28532 [sender.py:transition_state():626] send defer: 4
2023-06-01 10:27:54,619 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: defer
2023-06-01 10:27:54,619 INFO    HandlerThread:28532 [handler.py:handle_request_defer():170] handle defer: 4
2023-06-01 10:27:54,619 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: defer
2023-06-01 10:27:54,619 INFO    SenderThread:28532 [sender.py:send_request_defer():622] handle sender defer: 4
2023-06-01 10:27:54,619 INFO    SenderThread:28532 [sender.py:transition_state():626] send defer: 5
2023-06-01 10:27:54,619 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: defer
2023-06-01 10:27:54,619 INFO    HandlerThread:28532 [handler.py:handle_request_defer():170] handle defer: 5
2023-06-01 10:27:54,620 DEBUG   SenderThread:28532 [sender.py:send():375] send: summary
2023-06-01 10:27:54,620 INFO    SenderThread:28532 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-01 10:27:54,620 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: defer
2023-06-01 10:27:54,620 INFO    SenderThread:28532 [sender.py:send_request_defer():622] handle sender defer: 5
2023-06-01 10:27:54,620 INFO    SenderThread:28532 [sender.py:transition_state():626] send defer: 6
2023-06-01 10:27:54,620 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: defer
2023-06-01 10:27:54,620 INFO    HandlerThread:28532 [handler.py:handle_request_defer():170] handle defer: 6
2023-06-01 10:27:54,620 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: defer
2023-06-01 10:27:54,620 INFO    SenderThread:28532 [sender.py:send_request_defer():622] handle sender defer: 6
2023-06-01 10:27:54,622 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: status_report
2023-06-01 10:27:54,860 INFO    SenderThread:28532 [sender.py:transition_state():626] send defer: 7
2023-06-01 10:27:54,860 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: defer
2023-06-01 10:27:54,860 INFO    HandlerThread:28532 [handler.py:handle_request_defer():170] handle defer: 7
2023-06-01 10:27:54,861 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: defer
2023-06-01 10:27:54,861 INFO    SenderThread:28532 [sender.py:send_request_defer():622] handle sender defer: 7
2023-06-01 10:27:55,504 INFO    Thread-12 :28532 [dir_watcher.py:_on_file_modified():295] file/dir modified: /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/wandb-summary.json
2023-06-01 10:27:55,505 INFO    Thread-12 :28532 [dir_watcher.py:_on_file_modified():295] file/dir modified: /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/config.yaml
2023-06-01 10:27:55,505 INFO    Thread-12 :28532 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/output.log
2023-06-01 10:27:55,620 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: poll_exit
2023-06-01 10:27:56,625 INFO    SenderThread:28532 [sender.py:transition_state():626] send defer: 8
2023-06-01 10:27:56,626 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: poll_exit
2023-06-01 10:27:56,626 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: defer
2023-06-01 10:27:56,626 INFO    HandlerThread:28532 [handler.py:handle_request_defer():170] handle defer: 8
2023-06-01 10:27:56,627 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: defer
2023-06-01 10:27:56,627 INFO    SenderThread:28532 [sender.py:send_request_defer():622] handle sender defer: 8
2023-06-01 10:27:56,633 INFO    SenderThread:28532 [sender.py:transition_state():626] send defer: 9
2023-06-01 10:27:56,633 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: defer
2023-06-01 10:27:56,633 DEBUG   SenderThread:28532 [sender.py:send():375] send: artifact
2023-06-01 10:27:56,633 INFO    HandlerThread:28532 [handler.py:handle_request_defer():170] handle defer: 9
2023-06-01 10:27:57,515 INFO    Thread-12 :28532 [dir_watcher.py:_on_file_modified():295] file/dir modified: /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/output.log
2023-06-01 10:27:58,126 INFO    wandb-upload_0:28532 [upload_job.py:push():92] Skipped uploading /Users/harshbhatia/Library/Application Support/wandb/artifacts/staging/tmp7sl02mgh
2023-06-01 10:27:58,659 INFO    wandb-upload_1:28532 [upload_job.py:push():95] Uploaded file /Users/harshbhatia/Library/Application Support/wandb/artifacts/staging/tmpcvny2w6j
2023-06-01 10:28:00,469 INFO    SenderThread:28532 [sender.py:send_artifact():1474] sent artifact job-https___github.com_karpathy_nanoGPT.git_train.py - {'id': 'QXJ0aWZhY3Q6NDcyOTExMDI1', 'digest': '7f2ff1e0ef4afb6ceaf5ed6accea9ce7', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjczMzQ0ODgy', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NDcyOTEwMzI4', 'versionIndex': 0}}, 'version': 'latest'}
2023-06-01 10:28:00,469 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: defer
2023-06-01 10:28:00,469 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: status_report
2023-06-01 10:28:00,469 INFO    SenderThread:28532 [sender.py:send_request_defer():622] handle sender defer: 9
2023-06-01 10:28:00,470 INFO    SenderThread:28532 [dir_watcher.py:finish():365] shutting down directory watcher
2023-06-01 10:28:00,527 INFO    SenderThread:28532 [dir_watcher.py:finish():395] scan: /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files
2023-06-01 10:28:00,528 INFO    SenderThread:28532 [dir_watcher.py:finish():409] scan save: /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/requirements.txt requirements.txt
2023-06-01 10:28:00,528 INFO    SenderThread:28532 [dir_watcher.py:finish():409] scan save: /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/output.log output.log
2023-06-01 10:28:00,531 INFO    SenderThread:28532 [dir_watcher.py:finish():409] scan save: /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/config.yaml config.yaml
2023-06-01 10:28:00,534 INFO    SenderThread:28532 [dir_watcher.py:finish():409] scan save: /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/wandb-summary.json wandb-summary.json
2023-06-01 10:28:00,537 INFO    SenderThread:28532 [dir_watcher.py:finish():409] scan save: /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/wandb-metadata.json wandb-metadata.json
2023-06-01 10:28:00,537 INFO    SenderThread:28532 [sender.py:transition_state():626] send defer: 10
2023-06-01 10:28:00,540 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: defer
2023-06-01 10:28:00,540 INFO    HandlerThread:28532 [handler.py:handle_request_defer():170] handle defer: 10
2023-06-01 10:28:00,540 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: defer
2023-06-01 10:28:00,540 INFO    SenderThread:28532 [sender.py:send_request_defer():622] handle sender defer: 10
2023-06-01 10:28:00,540 INFO    SenderThread:28532 [file_pusher.py:finish():167] shutting down file pusher
2023-06-01 10:28:00,644 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: keepalive
2023-06-01 10:28:01,158 INFO    wandb-upload_1:28532 [upload_job.py:push():137] Uploaded file /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/output.log
2023-06-01 10:28:01,280 INFO    wandb-upload_0:28532 [upload_job.py:push():137] Uploaded file /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/requirements.txt
2023-06-01 10:28:01,308 INFO    wandb-upload_3:28532 [upload_job.py:push():137] Uploaded file /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/wandb-summary.json
2023-06-01 10:28:01,346 INFO    wandb-upload_2:28532 [upload_job.py:push():137] Uploaded file /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/files/config.yaml
2023-06-01 10:28:01,550 INFO    Thread-11 :28532 [sender.py:transition_state():626] send defer: 11
2023-06-01 10:28:01,550 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: defer
2023-06-01 10:28:01,551 INFO    HandlerThread:28532 [handler.py:handle_request_defer():170] handle defer: 11
2023-06-01 10:28:01,551 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: defer
2023-06-01 10:28:01,551 INFO    SenderThread:28532 [sender.py:send_request_defer():622] handle sender defer: 11
2023-06-01 10:28:01,551 INFO    SenderThread:28532 [file_pusher.py:join():172] waiting for file pusher
2023-06-01 10:28:01,551 INFO    SenderThread:28532 [sender.py:transition_state():626] send defer: 12
2023-06-01 10:28:01,551 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: defer
2023-06-01 10:28:01,551 INFO    HandlerThread:28532 [handler.py:handle_request_defer():170] handle defer: 12
2023-06-01 10:28:01,552 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: defer
2023-06-01 10:28:01,552 INFO    SenderThread:28532 [sender.py:send_request_defer():622] handle sender defer: 12
2023-06-01 10:28:01,799 INFO    SenderThread:28532 [sender.py:transition_state():626] send defer: 13
2023-06-01 10:28:01,799 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: defer
2023-06-01 10:28:01,799 INFO    HandlerThread:28532 [handler.py:handle_request_defer():170] handle defer: 13
2023-06-01 10:28:01,799 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: defer
2023-06-01 10:28:01,799 INFO    SenderThread:28532 [sender.py:send_request_defer():622] handle sender defer: 13
2023-06-01 10:28:01,799 INFO    SenderThread:28532 [sender.py:transition_state():626] send defer: 14
2023-06-01 10:28:01,800 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: defer
2023-06-01 10:28:01,800 INFO    HandlerThread:28532 [handler.py:handle_request_defer():170] handle defer: 14
2023-06-01 10:28:01,800 DEBUG   SenderThread:28532 [sender.py:send():375] send: final
2023-06-01 10:28:01,800 DEBUG   SenderThread:28532 [sender.py:send():375] send: footer
2023-06-01 10:28:01,800 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: defer
2023-06-01 10:28:01,800 INFO    SenderThread:28532 [sender.py:send_request_defer():622] handle sender defer: 14
2023-06-01 10:28:01,800 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: poll_exit
2023-06-01 10:28:01,801 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: poll_exit
2023-06-01 10:28:01,801 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: server_info
2023-06-01 10:28:01,801 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: get_summary
2023-06-01 10:28:01,801 DEBUG   SenderThread:28532 [sender.py:send_request():402] send_request: server_info
2023-06-01 10:28:01,803 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: sampled_history
2023-06-01 10:28:02,015 INFO    MainThread:28532 [wandb_run.py:_footer_history_summary_info():3469] rendering history
2023-06-01 10:28:02,015 INFO    MainThread:28532 [wandb_run.py:_footer_history_summary_info():3501] rendering summary
2023-06-01 10:28:02,015 INFO    MainThread:28532 [wandb_run.py:_footer_sync_info():3428] logging synced files
2023-06-01 10:28:02,016 DEBUG   HandlerThread:28532 [handler.py:handle_request():144] handle_request: shutdown
2023-06-01 10:28:02,016 INFO    HandlerThread:28532 [handler.py:finish():842] shutting down handler
2023-06-01 10:28:02,806 INFO    WriterThread:28532 [datastore.py:close():298] close: /Users/harshbhatia/Documents/nanoGPT/wandb/run-20230601_102751-p5wcb455/run-p5wcb455.wandb
2023-06-01 10:28:03,018 INFO    SenderThread:28532 [sender.py:finish():1550] shutting down sender
2023-06-01 10:28:03,018 INFO    SenderThread:28532 [file_pusher.py:finish():167] shutting down file pusher
2023-06-01 10:28:03,018 INFO    SenderThread:28532 [file_pusher.py:join():172] waiting for file pusher
